GID,Entry,Block,PLOT,Yield,Test WT,Moisture,KC 2016,SECTION,ROW,Planting.Order,Source,KC.2015,CC.2015,Awn.2015,Seg,wh,HD,Ht,leaf angle,Mildew,Lodging,Comments,percent awned,percent bronze chaff
1338,NY11022-4-10-1338,5,1220,2817,76.6,13.71,R,10,1,11,138,R,,,,,31,102,2,3,0,,,
821,NY05152-821,6,1221,2766,81.3,13.41,R,11,1,10,2024,R,W,N,,,29,107,1,0,0,,,
625,MO 080104,6,1222,2875,81.2,13.35,R,11,2,31,2098,R,W,N,,,28,117,1,0,0,,,
35_check,Caledonia,6,1223,3002,79.3,13.4,W,11,3,50,checkPlots2015,W,W_BR/W,N,,,31,107,2,5,0,,,
MSU88,MI14W0203,6,1224,2925,79.7,12.93,W,11,4,71,NA,W,,,,,30,112,2,0,0,,,
617,FSX888,6,1225,2967,80.5,13.05,R,11,5,90,2056,R,W,N,,,29,107,2,0,0,,,
890,NY07098-890,6,1226,3016,78.3,13.17,50R,11,6,111,2117,S,W,N,B/G,,28,112,1,5,0,,,
1265,NY10086-6-14-1265,6,1227,2621,79.6,12.86,W,11,7,130,2227,W,BR,N,,,29,112,1,5,0,,,
OH4,OH12-127-46,6,1228,2438,79.6,12.25,R,11,8,151,2379,R,W,N,10% A,,28,122,1,0,0,,,
1324,NY11018-5-21-1324,6,1229,2762,78.5,12.56,R,11,9,170,120,R,,,,,29,112,2,0,0,,,
264_check,Medina,6,1230,2609,79.5,12.89,W,11,10,191,checkPlots2015,W,W,N,,,31,117,0,4,0,,,
861,NY05158-861,6,1231,2501,82.4,12.79,80W,11,11,210,2044,W,BR,N,,,29,102,0,5,0,,,
MSU52,MI14R0689,6,1232,2475,78.9,12.78,R,11,12,231,2231,R,W,A,,,27,117,1,0,0,,,
835,NY05158-835,6,1233,2543,81.8,12.82,W,11,13,250,2397,W,BR,N,,,29,102,0,5,0,,,
1279,NY10102-1-24-1279,6,1234,2284,78.8,13,W,11,14,271,2426,W,W,N,,,31,112,1,5,0,,,
1346,NY11017-07-05-1346,6,1235,2773,78.1,13.16,R,11,15,290,151,R,,,,,29,107,1,0,0,,,
1310,NY10131-1-51-1310,6,1236,2488,78.6,13.17,W,11,16,311,2327,W,W,N,,,1,107,1,5,0,,,
MSU5,MSU Line F1047,6,1237,3132,78.3,13,W,11,17,330,2467,W,W,N,,,31,112,2,3,0,,,
488,FS 801,6,1238,3062,79.2,13.33,R,11,18,351,2477,R,W,A,,,29,112,2,0,0,,,
925,NY09095-13-925,6,1239,3053,78.6,13.39,W,11,19,370,2095,W,W,N,,,28,112,0,2,0,,,
MSU89,MI14W0211,6,1240,2677,82.3,13.3,W,11,20,391,NA,W,,,,,29,127,0,5,0,,,
1261,Harus,6,1241,2785,78.9,13.11,W,11,21,410,2122,W,BR,N,,,30,122,2,2,0,,,
MSU84,MI14R0164,6,1242,3600,80.4,13.71,80R,11,22,431,NA,R,,,,,28,117,1,1,0,,,
1180,NY00020-1180,6,1243,2872,79.9,13.08,R,12,22,432,2251,R,W,A,,,29,122,0,3,0,,,
693,NYWhatford/7388 - 39-693,6,1244,2554,80.2,13.32,W,12,21,409,3296,W,10% Br,,,,31,127,2,2,0,,,
1357,NY11019-09-06-1357,6,1245,2501,79.9,13.56,R,12,20,392,164,R,,,,,28,117,2,4,0,,,
1049,Envoy,6,1246,2711,79.6,12.86,80W,12,19,369,2118,W,W,A/N,"B/G, A/N",,31,112,1,1,0,,,
MSU80,MI14R0113,6,1247,2598,78.8,12.95,R,12,18,352,NA,R,,,,,29,117,1,3,0,,,
1291,NY10108-2-24-1291,6,1248,2525,77.7,12.81,W,12,17,329,2016,W,W,N,,,31,102,0,5,0,,,
1166,NY99045-1166,6,1249,2660,80.6,12.89,60W,12,16,312,2276,S,W,N,,,28,112,0,2,1,,,
1234,NY04126-1234,6,1250,2196,78.6,12.53,R,12,15,289,2287,R,W,N,,,1,117,2,2,0,,,
OH22,OH12-238-62,6,1251,2144,79.1,12.97,R,12,14,272,2445,R,W,N,,,28,112,0,0,0,,,
MSU37,MI14R0342,6,1252,2737,79,13.23,50R,12,13,249,2361,S,W,N,,,28,117,0,5,0,,,
OH49,OH13-67-9,6,1253,3097,78,12.52,R,12,12,232,2010,R,W/BR,A/N,A\N,,28,117,0,1,0,,,
MSU24,MSU Line F2035,6,1254,3078,77.3,12.72,W,12,11,209,2060,W,W,N,,,30,122,2,5,0,,,
1227,NY03076-1227,6,1255,2586,79,12.81,R,12,10,192,2053,R,W,N,,95,30,107,1,3,0,,,
MSU83,MI14W0157,6,1256,2826,78.1,12.43,W,12,9,169,NA,W,,,,,29,112,0,0,0,,,
1262,NY10086-6-03-1262,6,1257,2422,79.6,12.87,W,12,8,152,2422,W,BR,N,,,31,107,1,3,0,,,
629,ML06-2097,6,1258,2799,80.7,13.19,R,12,7,129,2129,R,W,N,,,31,107,1,2,0,,,
716_check,NY01016-AN-716,6,1259,2905,80,12.86,W,12,6,112,checkPlots2015,W,W,A,,,30,117,2,1,0,,,
OH40,OH13-11-39,6,1260,2886,80.3,12.74,R,12,5,89,2309,R,W,A,,,27,132,2,2,0,,,
874,NY07075-874,6,1261,2857,79.8,13.22,80R,12,4,72,2262,S,W,N,,,30,107,1,5,0,,,
864,NY05158-864,6,1262,2558,82.2,13.14,W,12,3,49,2206,W,BR,N,,,29,97,0,6,0,,,
602_check,OH02-12686,6,1263,3155,80.1,13.54,R,12,2,32,checkPlots2015,R,W,N,,,30,102,0,3,0,,,
1063,VA05W-251,6,1264,2792,79.7,13.43,R,12,1,9,2063,R,W,N,,,28,102,2,5,0,,,
1094,NY09067-2-04-1094,7,1265,2842,78.8,13.66,R,13,1,8,2448,R,W,N,,,31,102,1,1,0,,,
472,SW50,7,1266,2993,78.7,13.74,W,13,2,33,2220,W,W,N,10% BR,,1,102,1,2,0,,,
MSU39,MI14R0364,7,1267,2732,79.5,12.64,R,13,3,48,2371,R,W,N,,,28,112,0,0,0,,,
MSU74,MI14W0059,7,1268,2796,77.2,12.83,W,13,4,73,NA,W,,,,,29,112,2,3,0,,,
MSU10,MSU Line F2006,7,1269,2563,76.3,12.65,W,13,5,88,2099,W,W,N,,,30,102,1,6,0,,,
MSU86,MI14R0176,7,1270,3068,80.8,12.97,R,13,6,113,NA,R,,,,,29,112,1,1,0,,,
OH55,OH13-83-12,7,1271,2705,78.2,12.59,R,13,7,128,2344,R,W,N,,,28,107,0,0,0,,,
MSU100,MI14W0284,7,1272,2374,76.7,12.84,W,13,8,153,NA,W,,,,,31,107,2,2,0,,,
1276,NY10102-1-14-1276,7,1273,2652,79.1,13.02,50W,13,9,168,2337,S,W,N,,,30,112,1,1,0,,,
942,NY09096-51-942,7,1274,2600,78.6,13.12,W,13,10,193,2366,W,W,N,,,29,112,0,0,0,,,
1307,NY10127-10-36-1307,7,1275,2755,79,13.12,W,13,11,208,2394,W,W,N,10% BR,,30,107,1,2,0,,,
1274,NY10102-1-08-1274,7,1276,2556,78.1,13.14,50R,13,12,233,2235,S,W,N,,,31,107,0,5,0,,,
820,NY05152-820,7,1277,2719,80.4,12.95,R,13,13,248,2203,R,BR,N,,,29,97,0,3,0,,,
1358,NY11019-09-17-1358,7,1278,2569,79.4,13.05,R,13,14,273,165,R,,,,,28,107,1,5,0,,,
859,NY05158-859,7,1279,2396,81.5,12.75,W,13,15,288,2456,W,BR,N,"B/G, N/A, ht",,29,97,0,5,0,,,
716_check,NY01016-AN-716,7,1280,2715,79.1,13.16,W,13,16,313,checkPlots2015,W,W,A,,,30,117,2,0,0,,,
627,XY04-37,7,1281,2819,80.3,12.63,R,13,17,328,2280,R,W,N,,,27,102,0,0,0,,,
MSU43,MI14R0515,7,1282,2673,78.1,12.6,R,13,18,353,2480,R,W,N,,,27,112,1,2,0,,,
1261,Harus,7,1283,2712,78.9,12.81,W,13,19,368,2122,W,BR,N,,,30,117,1,1,0,,,
1302,NY10126-3-19-1302,7,1284,2632,78.9,13.6,W,13,20,393,2120,W,W,A/N,A\N,,31,112,0,6,0,,,
1114,NY09079-6-07-1114,7,1285,2454,78.8,13.08,W,13,21,408,2028,W,BR,N,,,30,117,1,4,0,,,
MSU59,MI14R0711,7,1286,3050,81.8,13.16,85R,13,22,433,2071,R,W,N,,,27,127,0,7,0,,,
602_check,OH02-12686,7,1287,3387,81,13.81,R,14,22,434,checkPlots2015,R,W,N,,,30,117,0,0,0,,,
35_check,Caledonia,7,1288,3156,78.8,13.34,W,14,21,407,checkPlots2015,W,W_BR/W,N,,,30,117,1,3,0,,,
1064,VA08W-176,7,1289,2956,82.1,13.67,R,14,20,394,2108,R,W,N,,,30,112,1,2,0,,,
OH26,OH12-262-34,7,1290,2723,79,13.01,R,14,19,367,2215,R,W,N,,,28,112,1,0,0,,,
OH53,OH13-79-31,7,1291,3080,79.2,13.23,R,14,18,354,2014,R,W,N,10% Br,,25,112,1,2,0,,,
1306,NY10127-10-22-1306,7,1292,2785,78.4,13.77,W,14,17,327,2119,W,BR,N,,,1,102,1,5,0,,,
264_check,Medina,7,1293,2834,80,12.78,W,14,16,314,checkPlots2015,W,W,N,,,31,112,0,4,0,,,
OH31,OH12-288-27,7,1294,2432,81.6,12.92,R,14,15,287,2037,R,W,N,,,30,117,0,3,0,,,
1333,NY11020-1-49-1333,7,1295,2928,77.7,13.11,R,14,14,274,133,R,,,,,30,107,1,2,0,,,
MSU92,MI14W0246,7,1296,2464,78.7,13.03,W,14,13,247,NA,W,,,,,29,107,0,0,0,,,
1272,NY10102-1-02-1272,7,1297,2636,79.4,13.01,50W,14,12,234,2423,S,W,N,10% BR,,31,107,1,1,0,,,
MSU93,MI14R0249,7,1298,2605,80,12.91,R,14,11,207,NA,R,,,,,28,132,0,2,0,,,
MSU97,MI14W0260,7,1299,1882,78.1,12.89,W,14,10,194,NA,W,,,,80,29,97,2,5,0,,,
1168,NY99045-1168,7,1300,2445,78.9,12.91,80W,14,9,167,2274,W,W,A,10% N,,29,107,2,0,0,,,
MSU21,MSU Line F2028R,7,1301,2406,79.9,13.16,R,14,8,154,2084,R,W,N,,,29,107,1,3,0,,,
813,NY02008-813,7,1302,2459,78.7,13.21,W,14,7,127,2039,W,W,N,,95,1,102,1,5,0,,,
1194,NY01067-1194,7,1303,2682,81.1,13.06,R,14,6,114,2443,R,W,N,,,30,107,2,3,0,,,
1305,NY10127-10-04-1305,7,1304,3004,79.1,13.26,W,14,5,87,2022,W,W,N,,,30,102,1,1,0,,,
862,NY05158-862,7,1305,2994,82.2,12.99,R,14,4,74,2376,R,BR,N,,,30,102,1,3,0,,,
MSU103,MI14W0462,7,1306,2767,80,13.03,W,14,3,47,NA,W,,,,,29,112,1,6,0,,,
1253,NY04047-1253,7,1307,3167,79.6,13.18,W,14,2,34,2230,W,W,N,,,30,107,2,5,0,,,
891,NY07099-891,7,1308,2740,77.9,13.09,50R,14,1,7,3479,S,W,,"B/G, Ht, 10% A",,29,112,2,5,0,,,
1034,NY09125-16-1034,8,1309,2631,77.3,13.03,W,15,1,6,2136,W,W,A/N,A\N 10% BR,,29,117,1,7,0,,,
855,NY05158-855,8,1310,2532,82.4,13.32,W,15,2,35,2112,W,BR,N,,,28,102,0,4,0,,,
MSU62,MI14W0720,8,1311,3066,76.6,12.82,W,15,3,46,2124,W,W,N,,,31,107,2,0,0,,,
716_check,NY01016-AN-716,8,1312,2970,79.9,13.11,W,15,4,75,checkPlots2015,W,W,A,,,30,117,2,0,0,,,
OH56,OH13-85-5,8,1313,3024,77.8,12.73,R,15,5,86,2326,R,W/BR,A,,,27,107,1,0,0,,,
1313,NY11013-10-25-1313,8,1314,2866,78.1,13.31,R,15,6,115,106,R,,,,,1,102,0,1,0,,,
1086,09058-1-23-1086,8,1315,2613,77.7,13.11,W,15,7,126,2105,W,W,N,,,30,107,0,6,0,,,
1304,NY10126-3-70-1304,8,1316,2460,80.3,12.75,W,15,8,155,2439,W,W,A/N,A\N,,31,97,1,7,0,,,
1345,NY11017-03-11-1345,8,1317,2612,76.3,13.16,R,15,9,166,150,R,,,,,29,107,2,5,0,,,
1218,NY03143-1218,8,1318,2838,78.7,13.11,R,15,10,195,2088,R,BR,N,,,30,107,1,3,0,,,
1171,NY99048-1171,8,1319,2741,79.9,12.96,W,15,11,206,2092,W,W,N,,,31,107,1,5,0,,,
MSU104,MI14W0466,8,1320,2610,78.1,12.63,W,15,12,235,NA,W,,,,,30,112,2,3,0,,,
MSU75,MI14W0061,8,1321,2819,76.3,12.6,W,15,13,246,NA,W,,,,,29,107,0,3,0,,,
MSU99,MI14R0281,8,1322,2144,78,12.71,R,15,14,275,NA,R,,,,,27,107,2,2,0,,,
613,X00*1648-613,8,1323,2411,81.1,13.07,W,15,15,286,3145,W,W,a,,,29,107,2,3,0,,,
OH1,OH12-123-5,8,1324,3131,80,12.89,R,15,16,315,2455,R,W,N,10% T,,29,107,0,0,0,,,
1316,NY11014-10-94-1316,8,1325,2581,79.2,12.9,W,15,17,326,111,W,,,,,31,117,1,5,0,,,
433,Branson,8,1326,3061,78.6,13.04,R,15,18,355,2442,R,W,N,,,27,107,1,5,0,,,
610,SE00 10303-35,8,1327,3058,79.8,13.64,W,15,19,366,2357,W,W,N,,,28,122,0,5,0,,,
628,OH05-200-74,8,1328,3062,77.7,13.67,R,15,20,395,2009,R,BR,N,,,29,122,0,1,0,,,
844,NY05158-844,8,1329,2835,80.3,13.45,R,15,21,406,2463,R,W,N,10% G 10% BR,,29,117,2,0,0,,,
825,NY05152-825,8,1330,2752,81.7,13.18,R,15,22,435,2094,R,W,N,,,28,117,0,5,0,,,
264_check,Medina,8,1331,2986,80.3,12.97,W,16,22,436,checkPlots2015,W,W,N,,,29,127,0,5,0,,,
876,NY07078-876,8,1332,3081,79.1,13.3,W,16,21,405,2449,W,W,N,,,31,112,1,5,0,,,
1090,09063-11-64-1090,8,1333,2808,78.8,13.15,R,16,20,396,2273,R,W,N,,,1,107,2,4,0,,,
1347,NY11017-10-10-1347,8,1334,2540,78.5,13.16,R,16,19,365,152,R,,,,,29,112,2,5,0,,,
602_check,OH02-12686,8,1335,3002,80.6,13.35,R,16,18,356,checkPlots2015,R,W,N,,,30,107,0,0,0,,,
1190,NY01023-1190,8,1336,2945,80.5,12.95,R,16,17,325,2289,R,W/BR,N,"B/G, 10% T",,28,107,1,5,0,,,
1282,NY10102-1-30-1282,8,1337,2523,79.5,12.72,R,16,16,316,2018,R,W,N,,,30,112,1,5,0,,,
MSU90,MI14R0225,8,1338,1991,78.2,12.72,R,16,15,285,NA,R,,,,,29,117,2,7,0,,,
OH25,OH12-67-50,8,1339,2377,78.1,13.1,R,16,14,276,2345,R,W,N,,,28,112,0,5,0,,,
OH6,OH12-133-62,8,1340,2790,74.3,12.31,R,16,13,245,2055,R,W,N,,,29,107,2,0,0,,,
MSU79,MI14W0085,8,1341,2586,78.2,12.32,W,16,12,236,NA,W,,,,,29,112,2,5,0,,,
1320,NY11014-9-60-1320,8,1342,2722,79,13.12,W,16,11,205,115,W,,,,,29,112,1,2,0,,,
OH38,OH12-328-74,8,1343,2467,81.9,13.19,50W,16,10,196,2097,S,W,N,,,28,122,1,5,1,,,
OH10,OH12-169-48,8,1344,3023,79,13.22,R,16,9,165,2109,R,W,N,,,29,102,0,0,0,,,
846,NY05158-846,8,1345,2639,82.3,12.84,W,16,8,156,2256,W,BR,N,,,29,97,0,5,0,,,
1312,NY11013-10-15-1312,8,1346,2825,79.5,13.2,R,16,7,125,105,R,,,,,30,112,0,3,0,,,
1297,NY10108-2-67-1297,8,1347,2440,78,13.14,R,16,6,116,2181,R,W,N,,,1,97,0,5,0,,,
57,Superior,8,1348,2721,78.7,13.22,W,16,5,85,2260,W,W,N,Ht,,31,117,2,3,0,,,
1183,NY01003-1183,8,1349,2618,78.7,12.92,W,16,4,76,2172,W,W,A,,,2,97,0,1,0,,,
290,Ava,8,1350,2997,77.9,13.18,W,16,3,45,2032,W,W,N,,,31,112,1,4,0,,,
35_check,Caledonia,8,1351,3114,78.2,13.36,W,16,2,36,checkPlots2015,W,W_BR/W,N,,,30,112,1,3,0,,,
1322,NY11014-9-85-1322,8,1352,2993,79.6,13.47,W,16,1,5,117,W,,,,,30,122,0,5,0,,,
34,Richland,9,1353,2668,80.7,13.05,W,17,1,4,2283,W,BR,N,,,30,127,0,0,0,,,
1321,NY11014-9-83-1321,9,1354,2822,78.6,13.36,W,17,2,37,116,W,,,,,30,112,0,0,0,,,
1271,NY10089-2-02-1271,9,1355,2775,78.3,13.03,W,17,3,44,2450,W,W,N,,,28,112,0,0,0,,,
1206,NY02007-1206,9,1356,2991,80.1,13.43,W,17,4,77,2473,W,W,N,,,31,107,1,5,0,,,
MSU18,MSU Line F2022,9,1357,2866,78.1,12.47,W,17,5,84,2021,W,W,A,,,31,112,1,5,0,,,
OH19,OH12-228-42,9,1358,2883,78.4,12.94,R,17,6,117,2008,R,W,N,,,29,122,1,2,0,,,
1293,NY10108-2-46-1293,9,1359,2466,78.7,12.91,R,17,7,124,2073,R,W,N,,,30,107,0,5,0,,,
OH13,OH12-209-46,9,1360,2868,82.3,13.09,R,17,8,157,2412,R,W,N,,,27,107,0,2,0,,,
OH15,OH12-194-53,9,1361,2757,79.7,12.59,R,17,9,164,2217,R,W,N,,,28,112,1,2,0,,,
MSU22,MSU Line F2031,9,1362,2918,76,12.74,W,17,10,197,2070,W,W,N,,,29,107,0,5,0,,,
1364,NY11025-02-01-1364,9,1363,2694,78.9,12.81,W,17,11,204,172,W,,,,,29,102,0,2,0,,,
1173,NY99049-1173,9,1364,2756,79.5,13.2,80R,17,12,237,2239,R,W,N,,,29,112,2,1,0,,,
880,NY07088-880,9,1365,2423,79.7,13.01,50W,17,13,244,2086,S,W,N,"B/G, N/A, ht",,28,117,1,1,0,,,
MSU72,MI14W0052,9,1366,2176,80.4,12.83,50W,17,14,277,NA,W,,,,,25,117,2,7,0,,,
1225,NY03053-1225,9,1367,2320,80.9,12.97,R,17,15,284,2240,R,BR,N,,,29,102,2,1,0,,,
MSU12,MSU Line F2010,9,1368,2541,78.9,13.23,W,17,16,317,2015,W,W,N,,,28,102,1,5,0,,,
1340,NY11029-10-24-1340,9,1369,2589,79,13.1,R,17,17,324,145,R,,,,,31,112,2,3,0,,,
716_check,NY01016-AN-716,9,1370,2533,78.5,13.13,W,17,18,357,checkPlots2015,W,W,A,,,29,117,2,0,0,,,
1326,NY11019-1-2-1326,9,1371,2594,80.1,12.97,R,17,19,364,123,R,,,,,29,112,1,0,0,,,
1104,NY09072-4-81-1104,9,1372,2817,78.6,13.28,W,17,20,397,2079,W,W,N,,,29,117,2,1,0,,,
1290,NY10108-2-16-1290,9,1373,2389,79.6,12.74,W,17,21,404,2191,W,W,N,,,30,117,1,5,0,,,
904,NY09090-60-904,9,1374,2772,80.7,13.08,W,17,22,437,2148,W,W,N,,,30,122,2,6,0,,,
MSU77,MI14R0076,9,1375,2709,80.2,13.22,R,18,22,438,NA,R,,,,,29,112,1,0,0,,,
OH28,OH12-282-67,9,1376,3027,82.9,12.93,R,18,21,403,2323,R,W,N,,,27,112,0,0,0,,,
1268,NY10086-6-67-1268,9,1377,2719,80.9,13.03,W,18,20,398,2399,W,BR,N,,,29,117,1,5,0,,,
842,NY05158-842,9,1378,2486,81.9,12.77,W,18,19,363,2048,W,BR,N,,,28,97,0,5,0,,,
1220,NY04098-1220,9,1379,2754,79,12.76,W,18,18,358,2130,W,W,N,,,31,107,2,4,0,,,
1125,NY09088-8-03-1125,9,1380,2698,79.3,13.42,R,18,17,323,2134,R,BR/W,N,,,31,107,1,4,0,,,
1285,NY10102-1-68-1285,9,1381,2527,79,12.97,50W,18,16,318,2167,S,W,N,,,31,107,0,5,0,,,
1354,NY11018-08-07-1354,9,1382,2485,77.6,13.12,R,18,15,283,160,R,,,,,29,107,2,5,0,,,
35_check,Caledonia,9,1383,2775,78.3,13.15,W,18,14,278,checkPlots2015,W,W_BR/W,N,,,31,102,2,6,0,,,
814,NY02008-814,9,1384,2451,77.9,12.99,W,18,13,243,2154,W,W,N,,,2,97,1,4,0,,,
1367,NY11025-02-23-1367,9,1385,2780,79.4,13.01,W,18,12,238,176,W,,,,,28,107,0,2,0,,,
602_check,OH02-12686,9,1386,3291,80.4,13.23,R,18,11,203,checkPlots2015,R,W,N,,,30,102,0,0,0,,,
MSU9,MSU Line F2004,9,1387,3276,79,13.31,W,18,10,198,2164,W,W,N,,,29,91,2,0,0,,,
MSU78,MI14W0081,9,1388,2635,80,12.82,W,18,9,163,NA,W,,,,,29,102,1,0,0,,,
857,NY05158-857,9,1389,2527,82.3,13.08,W,18,8,158,2125,W,BR,N,,,29,97,0,6,0,,,
OH17,OH12-208-26,9,1390,2933,78.4,12.9,R,18,7,123,2286,R,W,N,,,27,97,0,0,0,,,
264_check,Medina,9,1391,2700,79.6,12.94,W,18,6,118,checkPlots2015,W,W,N,,,30,117,0,5,0,,,
1179,NY00020-1179,9,1392,2853,79,12.93,R,18,5,83,2301,R,W,N,,,30,107,0,5,0,,,
1311,NY11013-10-6-1311,9,1393,2943,78.2,13.51,R,18,4,78,104,R,,,,,1,107,0,0,0,,,
1335,NY11021-2-43-1335,9,1394,2659,75.3,13.34,R,18,3,43,135,R,,,,,1,102,0,5,0,,,
839,NY05158-839,9,1395,2644,82.1,13.34,W,18,2,38,2384,W,BR,N,,,29,102,0,5,0,,,
MSU95,MI14W0253,9,1396,3138,80.1,13.26,W,18,1,3,NA,W,,,,,28,122,1,0,0,,,
35_check,Caledonia,10,1397,2571,75.5,13.03,W,19,1,2,checkPlots2015,W,W_BR/W,N,,,30,122,1,5,0,,,
MSU96,MI14W0255,10,1398,2839,79.4,13.35,W,19,2,39,NA,W,,,,,29,122,2,7,0,,,
716_check,NY01016-AN-716,10,1399,2793,79.2,13.05,W,19,3,42,checkPlots2015,W,W,A,,,30,122,2,3,0,,,
1187,NY01019-1187,10,1400,2742,78.6,12.92,W,19,4,79,2311,W,BR,A,,,31,107,1,0,0,,,
866,NY05158-866,10,1401,2527,81.3,13.12,W,19,5,82,2395,W,BR/W,A/N,"10% T, 10%A",,29,112,0,6,0,,,
MSU63,MI14W0723,10,1402,2626,80.1,12.98,W,19,6,119,2436,W,BR,N,,,29,117,2,5,0,,,
OH74,OH13-163-11,10,1403,2822,78.8,12.61,R,19,7,122,2068,R,W,N,,,28,112,1,4,0,,,
806,NY02008-806,10,1404,2295,78.4,12.93,W,19,8,159,2091,W,W,N,,,2,107,1,5,0,,,
264_check,Medina,10,1405,2485,78.6,12.94,W,19,9,162,checkPlots2015,W,W,N,,,30,112,0,5,0,,,
1288,NY10108-2-11-1288,10,1406,2413,77.4,13.01,50W,19,10,199,2157,S,W,N,,,30,102,1,5,0,,,
MSU85,MI14W0167,10,1407,2912,79.6,12.93,W,19,11,202,NA,W,,,,,31,107,0,3,0,,,
1250,NY04044-1250,10,1408,2636,77.6,12.67,W,19,12,239,2265,W,W,N,,,31,112,2,3,0,,,
MSU66,MI14W0734,10,1409,1994,79.2,12.48,W,19,13,242,2137,W,W,A,,,30,107,2,3,0,,,
1349,NY11018-02-02-1349,10,1410,2160,80.2,13.19,R,19,14,279,154,R,,,,,28,107,1,1,0,,,
1202,NY02003-1202,10,1411,2699,78.7,13.05,W,19,15,282,2421,W,W,A,10% N,,29,122,2,5,0,,,
1330,NY11019-2-25-1330,10,1412,2415,78.5,13.12,R,19,16,319,130,R,,,,,30,112,1,7,0,,,
901,NY09090-2-901,10,1413,2593,79.2,13.12,W,19,17,322,2246,W,W,N,,,30,112,1,5,0,,,
1197,NY02003-1197,10,1414,2672,80.1,12.9,W,19,18,359,2153,W,W,N,,,29,107,1,5,0,,,
476,R055,10,1415,2717,79.6,13,R,19,19,362,2441,R,W,N,,,29,112,1,3,0,,,
MSU76,MI14R0067,10,1416,2636,82.1,13.36,R,19,20,399,NA,R,,,,,28,107,1,0,0,,,
MSU6,MSU Line F1049,10,1417,2961,80.1,13.46,70W,19,21,402,2420,W,W,N,10% BR,,28,127,2,2,0,,,
1339,NY11022-4-58-1339,10,1418,2585,76.5,13.34,R,19,22,439,139,R,,,,,29,112,1,6,0,,,
OH42,OH13-312-55,10,1419,3087,78.8,13.3,R,20,22,440,2417,R,W,N,,,27,112,1,0,0,,,
1284,NY10102-1-54-1284,10,1420,2702,78.3,13.2,50R,20,21,401,2080,S,W,N,,,30,112,0,0,0,,,
34,Richland,10,1421,2506,80.6,13.13,W,20,20,400,2283,W,BR,N,,,30,122,0,0,0,,,
436,B030543,10,1422,2708,80.4,13.35,R,20,19,361,2077,R,W,N,,,29,107,1,6,0,,,
1193,NY01066-1193,10,1423,2502,77.9,13.57,R,20,18,360,2158,R,W,N,,,31,102,1,1,0,,,
461,Z03-0496,10,1424,2651,80.1,12.86,R,20,17,321,2314,R,W,N,Ht,,26,102,1,2,0,,,
OH36,OH12-322-28,10,1425,2540,77.8,12.56,R,20,16,320,2062,R,W,N,,,28,107,0,4,0,,,
1199,NY02003-1199,10,1426,2691,78.4,13.08,W,20,15,281,2375,W,W,N,,,29,112,2,5,0,,,
OH66,OH13-145-44,10,1427,2379,79.6,13.07,R,20,14,280,2126,R,W,N,,,30,117,0,1,0,,,
999,NY09112-10-999,10,1428,2419,77.6,13.36,W,20,13,241,2352,W,BR/W,A,,,31,112,1,2,0,,,
1292,NY10108-2-30-1292,10,1429,2496,78,13.07,W,20,12,240,2470,W,W,N,,,31,107,1,6,0,,,
MSU69,MI14W0018,10,1430,2034,80.8,12.84,W,20,11,201,NA,W,,,,,29,127,1,1,0,,,
440,IL04-8445,10,1431,2565,81,13.15,R,20,10,200,2166,R,W,N,,,28,107,0,2,0,,,
262,Jensen,10,1432,1974,77.2,12.73,W,20,9,161,2233,W,BR,N,,,31,107,1,4,0,,,
MSU51,MI14R0686,10,1433,3107,79.9,12.76,R,20,8,160,2350,R,W,A,,,30,112,1,1,0,,,
602_check,OH02-12686,10,1434,2708,79.6,13.15,R,20,7,121,checkPlots2015,R,W,N,,,30,107,0,0,0,,,
OH24,OH12-299-41,10,1435,2316,82.7,12.98,90R,20,6,120,2216,R,W,A,,,27,112,1,5,0,,,
1325,NY11018-5-69-1325,10,1436,2497,78.4,12.82,R,20,5,81,122,R,,,,,29,112,1,5,0,,,
MSU31,MI14R0160,10,1437,2890,81,13.16,R,20,4,80,2017,R,W,N,,,29,117,0,2,0,,,
OH8,OH12-135-17,10,1438,2815,81.9,13.05,R,20,3,41,2432,R,W,N,,,28,112,0,0,0,,,
MSU61,MI14R0717,10,1439,2707,80.3,13.12,R,20,2,40,2390,R,W,A,10% G,,28,117,0,2,0,,,
1363,NY11024-01-11-1363,10,1440,2764,80.1,12.97,R,20,1,1,171,R,,,,,28,127,0,5,0,,,
