GID,Entry,Block,PLOT,Yield,Test WT,Moisture,KC 2016,SECTION,ROW,Planting.Order,Source,KC.2015,CC.2015,Awn.2015,Seg,wh,HD,Ht,leaf angle,Mildew,Lodging,Comments,percent awned,percent bronze chaff
440,IL04-8445,6,2223,2885,82,13.35,R,11,3,50,2166,R,W,N,,,27,94,0,,,Small awn,50,5
1227,NY03076-1227,6,2224,2716,80.8,12.76,R,11,4,71,2053,R,W,N,,,31,92,2,,,,,
835,NY05158-835,6,2225,2691,82.4,12.94,W,11,5,90,2397,W,BR,N,,,29,82,1,,,Small awn,100,100
1124,NY09087-15-69-1124,6,2226,2672,80,13.31,R,11,6,111,3170,R,W,,,,29,100,0,,,,,
1299,NY10108-2-85-1299,6,2227,2771,80.3,13.13,W,11,7,130,2219,W,W,N,,,30,94,0,,,,,
1280,NY10102-1-26-1280,6,2228,2620,79.5,13.03,70W,11,8,151,2346,S,W,N,,,31,98,0,,,,,
1325,NY11018-5-69-1325,6,2229,2632,79.5,12.83,R,11,9,170,122,R,,,,,29,102,2,,,,,
OH40,OH13-11-39,6,2230,2750,80,12.75,R,11,10,191,2309,R,W,A,,,27,114,2,,,,100,
716_check,NY01016-AN-716,6,2231,2789,79.9,13.01,W,11,11,210,checkPlots2015,W,W,A,,,30,100,2,,,,100,
OH6,OH12-133-62,6,2232,2840,74.5,12.18,R,11,12,231,2055,R,W,N,,,30,86,2,,,Small awn,100,
617,FSX888,6,2233,2617,81.2,12.66,R,11,13,250,2056,R,W,N,,,28,85,2,,,,,
606,TW528-003-606,6,2234,3102,79.1,12.62,R,11,14,271,3245,R,W,,,,29,100,0,,,,,
MSU22,MSU Line F2031,6,2235,2871,78.1,12.88,W,11,15,290,2070,W,W,N,,,29,90,0,,,,,
35_check,Caledonia,6,2236,2771,80,12.8,W,11,16,311,checkPlots2015,W,W_BR/W,N,,,31,88,1,,,,,
1313,NY11013-10-25-1313,6,2237,2942,78.5,13.22,R,11,17,330,106,R,,,,,31,98,0,,,,,
MSU94,MI14W0251,6,2238,2565,78.6,12.42,W,11,18,351,NA,W,,,,,27,96,1,,,,,
1180,NY00020-1180,6,2239,1997,80.6,12.8,R,11,19,370,2251,R,W,A,,,28,95,0,,,,100,
MSU78,MI14W0081,6,2240,2296,80.1,12.96,W,11,20,391,NA,W,,,,,30,84,1,,,,100,
OH26,OH12-262-34,6,2241,2405,79.6,13.4,R,11,21,410,2215,R,W,N,,,28,90,1,,,,,
1173,NY99049-1173,6,2242,2668,80.9,13.57,R,11,22,431,2239,R,W,N,,,29,98,2,,,,,
1284,NY10102-1-54-1284,6,2243,2218,78.8,13.37,80W,12,22,432,2080,S,W,N,,,31,94,1,,,,,
1349,NY11018-02-02-1349,6,2244,1985,82.2,13.35,R,12,21,409,154,R,,,,,28,94,2,,,,,
1289,NY10108-2-13-1289,6,2245,2116,80.3,13.16,50W,12,20,392,2051,S,W,N,,,31,90,1,,,,,
MSU88,MI14W0203,6,2246,2269,80.6,13.04,W,12,19,369,NA,W,,,,,30,86,1,,,,50,
OH14,OH12-91-67,6,2247,2509,80.2,13.06,R,12,18,352,2076,R,W,N,,,29,88,1,,,,,
1365,NY11025-02-04-1365,6,2248,2701,80.2,13.13,W,12,17,329,173,W,,,,,30,90,0,,,,,
1276,NY10102-1-14-1276,6,2249,2588,80.3,13,50W,12,16,312,2337,S,W,N,,,31,100,1,,,,,
622,MD01W270-08-12-622,6,2250,2326,83,12.78,R,12,15,289,1383,R,W,,,,27,94,0,,,,,
1094,NY09067-2-04-1094,6,2251,2536,80.1,12.94,R,12,14,272,2448,R,W,N,,,31,94,1,,,,,
602_check,OH02-12686,6,2252,2829,81,13.21,R,12,13,249,checkPlots2015,R,W,N,,,31,92,0,,,,,
OH13,OH12-209-46,6,2253,2478,82.7,12.89,R,12,12,232,2412,R,W,N,,,27,96,0,,,,,
1342,NY11030-5-36-1342,6,2254,2662,79.2,13.06,W,12,11,209,147,W,,,,,31,100,1,,,,,
1283,NY10102-1-50-1283,6,2255,2394,80.5,12.9,50W,12,10,192,2019,S,W,N,,,31,103,1,,,,,
1305,NY10127-10-04-1305,6,2256,2856,79.9,13.06,W,12,9,169,2022,W,W,N,,,31,98,1,,,,,
1264,NY10086-6-13-1264,6,2257,2452,80,12.87,W,12,8,152,2178,W,BR,N,,,31,102,1,,,,,100
MSU43,MI14R0515,6,2258,2605,78.2,12.25,R,12,7,129,2480,R,W,N,,,27,100,1,,,,,
264_check,Medina,6,2259,2748,80.3,13.45,W,12,6,112,checkPlots2015,W,W,N,,,31,106,0,,,,,
433,Branson,6,2260,2968,78.9,12.88,R,12,5,89,2442,R,W,N,,,27,92,1,,,Small awn,100,
MSU101,MI14W0286,6,2261,2514,78.4,13.03,W,12,4,72,NA,W,,,,,31,100,2,,,,,
1266,NY10086-6-27-1266,6,2262,2615,80.7,13.18,W,12,3,49,2304,W,BR/W,N,,,30,100,1,,,,,40
1282,NY10102-1-30-1282,6,2263,2370,79.4,13.29,R,12,2,32,2018,R,W,N,,,31,92,0,,,,,
1064,VA08W-176,6,2264,2445,81.9,14.05,R,12,1,9,2108,R,W,N,,,29,84,1,,,,,
35_check,Caledonia,7,2265,2784,79,13.88,W,13,1,8,checkPlots2015,W,W_BR/W,N,,,31,92,1,,,,,5
874,NY07075-874,7,2266,2669,79.9,13.62,R,13,2,33,2262,S,W,N,,,30,92,1,,,,,
629,ML06-2097,7,2267,2880,82.2,13.45,R,13,3,48,2129,R,W,N,,,31,100,1,,,,,
1362,NY11019-11-15-1362,7,2268,2562,80.1,13.14,R,13,4,73,169,R,,,,,29,82,1,,,,,
OH7,OH12-118-61,7,2269,2452,84.2,13.01,R,13,5,88,2232,R,W,N,,,27,92,0,,,,,
1323,NY11016-10-48-1323,7,2270,2844,77.9,12.83,R,13,6,113,118,R,,,,,1,110,1,,,,,
1333,NY11020-1-49-1333,7,2271,3049,78.7,13.13,R,13,7,128,133,R,,,,,31,100,0,,,,100,
MSU74,MI14W0059,7,2272,2674,78.4,13.17,W,13,8,153,NA,W,,,,,30,104,2,,,,100,
MSU20,MSU Line F2026,7,2273,2129,82.8,12.89,W,13,9,168,2378,W,W,A,,,30,96,1,,,,100,
631,MH06*2820,7,2274,2798,81.4,12.83,R,13,10,193,2355,R,W,A,,,29,92,0,,,,100,
1285,NY10102-1-68-1285,7,2275,2385,79.7,13.08,70W,13,11,208,2167,S,W,N,,,31,98,0,,,,,
1337,NY11021-2-65-1337,7,2276,2513,76.4,13.27,R,13,12,233,137,R,,,,,31,88,1,,,,,
890,NY07098-890,7,2277,2431,78.5,13.23,70R,13,13,248,2117,S,W,N,B/G,,27,93,0,,,,,
OH18,OH12-226-31,7,2278,2095,81,12.88,R,13,14,273,2072,R,W,N,,,28,100,0,,,,,
OH9,OH12-139-49,7,2279,2260,81.4,12.6,R,13,15,288,2328,R,W,N,,,27,108,2,,,,,
1351,NY11018-02-12-1351,7,2280,2144,80.5,12.95,R,13,16,313,156,R,,,,,28,102,2,,,,,
1302,NY10126-3-19-1302,7,2281,2389,80.1,12.83,W,13,17,328,2120,W,W,A/N,A\N,,1,92,1,,,,70,
1353,NY11018-08-06-1353,7,2282,2457,78.2,13.16,R,13,18,353,159,R,,,,,30,90,2,,,,,
1319,NY11014-9-25-1319,7,2283,2595,80.8,13.22,W,13,19,368,114,W,,,,,30,98,1,,,,,
264_check,Medina,7,2284,2538,81,13.42,W,13,20,393,checkPlots2015,W,W,N,,,31,100,0,,,,,
1310,NY10131-1-51-1310,7,2285,2108,80.5,13.31,W,13,21,408,2327,W,W,N,,,1,96,1,,,,,
1303,NY10126-3-39-1303,7,2286,2372,79.7,13.96,W,13,22,433,2146,W,W,A/N,A\N,,31,98,0,,,,50,
OH33,OH12-289-4,7,2287,2261,81.4,13.22,R,14,22,434,2438,R,W,A,10% N 10% BR,,26,113,1,,,,100,
1343,NY11030-5-49-1343,7,2288,2294,79.4,13.36,R,14,21,407,148,R,,,,,31,94,1,,,,,
1360,NY11019-11-01-1360,7,2289,2512,79.3,13.88,R,14,20,394,167,R,,,,,27,96,2,,,,,
1326,NY11019-1-2-1326,7,2290,2362,80.5,12.97,R,14,19,367,123,R,,,,,29,98,1,,,,,
1301,NY10126-3-12-1301,7,2291,2519,81.5,12.93,W,14,18,354,2144,W,W,A/N,A\N,,31,96,1,,,,50,
439,KY97C-0508-01-01A-1,7,2292,2562,81.6,12.71,R,14,17,327,2061,R,W,A,,,27,90,1,,,,100,
1261,Harus,7,2293,2343,80.6,12.73,W,14,16,314,2122,W,BR,N,,,31,106,2,,,,,100
476,R055,7,2294,2500,80.4,12.58,R,14,15,287,2441,R,W,N,,,31,88,1,,,,,10
1166,NY99045-1166,7,2295,2586,83,13.02,W,14,14,274,2276,S,W,N,,,28,94,0,,,,,
1218,NY03143-1218,7,2296,2565,80.4,12.95,R,14,13,247,2088,R,BR,N,,,31,92,1,,,,,100
290,Ava,7,2297,2512,80.1,13.06,W,14,12,234,2032,W,W,N,,,1,100,1,,,,,5
1189,NY01020-1189,7,2298,2388,80.4,12.45,W,14,11,207,2348,W,W,A,,,31,80,0,,,,100,
1103,NY09072-4-72-1103,7,2299,2500,80.8,13.05,W,14,10,194,2001,W,W,A/N,S/T,,31,100,2,,,,50,
OH5,OH12-127-70,7,2300,2548,82,13.12,R,14,9,167,2102,R,W,N,,,27,102,2,,,,,
MSU63,MI14W0723,7,2301,2299,81.3,12.62,W,14,8,154,2436,W,BR,N,,,29,95,2,,,,,100
1125,NY09088-8-03-1125,7,2302,2543,80.8,13.46,R,14,7,127,2134,R,BR/W,N,,,1,100,1,,,,,50
34,Richland,7,2303,2739,82.2,12.83,W,14,6,114,2283,W,BR,N,,,31,112,0,,,,,100
821,NY05152-821,7,2304,2689,82.3,13.02,R,14,5,87,2024,R,W,N,,,29,98,1,,,,,
602_check,OH02-12686,7,2305,3135,81.2,13.33,R,14,4,74,checkPlots2015,R,W,N,,,31,94,0,,,,,
716_check,NY01016-AN-716,7,2306,2776,80.5,13.68,W,14,3,47,checkPlots2015,W,W,A,,,30,100,2,,,,100,
OH41,OH13-49-22,7,2307,2633,79.8,13.27,R,14,2,34,2389,R,W,N,,,28,96,0,,,,,
1090,09063-11-64-1090,7,2308,2778,80.3,13.41,R,14,1,7,2273,R,W,N,,,1,100,1,,,,,
264_check,Medina,8,2309,2650,80.7,13.58,W,15,1,6,checkPlots2015,W,W,N,,,31,100,0,,,,,
262,Jensen,8,2310,2559,79.6,13.25,W,15,2,35,2233,W,BR,N,,,1,100,1,,,,,100
479,Pioneer 25R47,8,2311,2994,79.8,13.31,R,15,3,46,2476,R,W,A/N,"A/T, N/S",,27,102,0,,,,50,
704,NY7388xD8006 - 49-704,8,2312,2673,80.3,13.06,W,15,4,75,2033,W,W,N,,,30,104,1,,,,,
1167,NY99045-1167,8,2313,2760,81.6,12.95,W,15,5,86,2405,W,BR,N,,,27,110,0,,,,,100
1065,VA08W-294-1065,8,2314,2494,81.4,12.95,R,15,6,115,2038,R,W,N,,,27,84,1,,,,,
MSU7,MSU Line F1051,8,2315,2786,80.6,13.33,W,15,7,126,2404,W,W,N,,,30,110,1,,,,,
716_check,NY01016-AN-716,8,2316,2705,81.1,13.04,W,15,8,155,checkPlots2015,W,W,A,,,30,104,2,,,,100,
1291,NY10108-2-24-1291,8,2317,2505,81.2,12.74,W,15,9,166,2016,W,W,N,,,31,96,0,,,,,
34,Richland,8,2318,2687,81.8,12.87,W,15,10,195,2283,W,BR,N,,,31,108,0,,,,,100
848,NY05158-848,8,2319,2107,82.1,12.7,W,15,11,206,2414,W,BR,N,,,29,82,0,,,,,100
833,NY05158-833,8,2320,2138,81.4,12.72,W,15,12,235,2150,W,BR,N,,,30,80,0,,,,,100
MSU71,MI14W0024,8,2321,2702,79.5,13.41,W,15,13,246,NA,W,,,,,28,100,2,,,,,
1270,NY10087-1-02-1270,8,2322,2307,80.1,12.76,W,15,14,275,2351,W,BR,N,,,1,100,1,,,,,100
OH53,OH13-79-31,8,2323,2745,79.3,12.94,R,15,15,286,2014,R,W,N,10% Br,,25,96,1,,,,,
1051,MSU Line E6032,8,2324,2648,80.8,12.95,W,15,16,315,2238,W,W,A,,,27,90,0,,,,95,5
1331,NY11020-1-35-1331,8,2325,2764,79.4,12.95,R,15,17,326,131,R,,,,,27,92,2,,,,100,
1317,NY11014-4-28-1317,8,2326,2726,80.6,12.74,W,15,18,355,112,W,,,,,30,108,1,,,,,
OH66,OH13-145-44,8,2327,2539,80.6,12.86,R,15,19,366,2126,R,W,N,,,30,100,0,,,,,
1206,NY02007-1206,8,2328,2604,81.4,13.62,W,15,20,395,2473,W,W,N,,,1,94,1,,,,,
OH68,OH13-152-31,8,2329,2599,81.2,13.14,R,15,21,406,2078,R,W,N,,,29,110,1,,,,,
925,NY09095-13-925,8,2330,2704,80,13.47,W,15,22,435,2095,W,W,N,,,28,96,1,,,,,
1268,NY10086-6-67-1268,8,2331,2131,79.9,13.08,W,16,22,436,2399,W,BR,N,,,30,106,0,,,,,100
35_check,Caledonia,8,2332,2623,80.1,13.5,W,16,21,405,checkPlots2015,W,W_BR/W,N,,,31,94,2,,,,,5
MSU14,MSU Line F2014R,8,2333,2796,80.9,13.34,R,16,20,396,2152,R,W,N,,,29,95,1,,,,,
1246,NY03060-1246,8,2334,2544,81.8,12.68,W,16,19,365,2066,W,BR,N,,,31,100,2,,,,,100
1175,NY99056-1175,8,2335,2748,78.7,12.96,W,16,18,356,2353,W,W,N,20% BR,,1,100,0,,,,,5
OH56,OH13-85-5,8,2336,2817,79.3,12.55,R,16,17,325,2326,R,W/BR,A,,,26,92,1,,,,,10
697,7388xD8006 - 18-697,8,2337,2754,81.6,12.7,W,16,16,316,2271,W,BR,N,,,30,104,2,,,,,100
1328,NY11019-1-67-1328,8,2338,2477,80.9,13.05,R,16,15,285,128,R,,,,,31,105,1,,,,,
MSU11,MSU Line F2008,8,2339,2928,78.9,12.8,W,16,14,276,2223,W,W,N,,,31,90,1,,,,,
808,NY02008-808,8,2340,2608,80,13.54,W,16,13,245,2461,W,W,N,,,2,108,1,,,,,
MSU13,MSU Line F2012,8,2341,2341,80.4,12.6,W,16,12,236,2244,W,W,A,,,30,100,1,,,,100,5
MSU100,MI14W0284,8,2342,2523,78,12.64,W,16,11,205,NA,W,,,,,31,97,2,,,,,
461,Z03-0496,8,2343,2823,81.3,12.43,R,16,10,196,2314,R,W,N,Ht,,27,94,0,,,,,
1324,NY11018-5-21-1324,8,2344,2630,79.9,12.67,R,16,9,165,120,R,,,,,29,96,2,,,,,
OH10,OH12-169-48,8,2345,3078,81.7,13.17,R,16,8,156,2109,R,W,N,,,28,92,0,,,,,
MSU59,MI14R0711,8,2346,2751,82.5,12.82,R,16,7,125,2071,R,W,N,,,27,106,2,,,,,
MSU28,MI14R0079,8,2347,2512,79.2,12.54,R,16,6,116,2354,R,W,A,,,30,92,2,,,,100,
602_check,OH02-12686,8,2348,2907,81,13.19,R,16,5,85,checkPlots2015,R,W,N,,,31,92,0,,,,,
MSU98,MI14R0278,8,2349,2716,81.2,12.83,R,16,4,76,NA,R,,,,,27,104,2,,,Small awn,50,
288,Pioneer 25W36,8,2350,2872,81.2,13.29,W,16,3,45,2266,W,W,N,,,29,95,0,,,,,
34,Richland,8,2351,2763,81.9,13.33,W,16,2,36,2283,W,BR,N,,,31,110,0,,,,,100
1245,NY04006-1245,8,2352,2479,79.4,13.46,R,16,1,5,2067,R,W,N,,,31,90,1,,,,,
264_check,Medina,9,2353,2607,80.9,13.22,W,17,1,4,checkPlots2015,W,W,N,,,30,102,0,,,,,
OH20,OH12-259-48,9,2354,2649,82,13.78,R,17,2,37,2253,R,W,N,,,28,94,0,,,,,
1186,NY01003-1186,9,2355,2665,80.3,13.48,W,17,3,44,2349,W,W,N,,,30,93,1,,,,,
1306,NY10127-10-22-1306,9,2356,2423,77.9,13.58,W,17,4,77,2119,W,BR,N,,,1,98,0,,,,,100
OH19,OH12-228-42,9,2357,2795,80.4,12.86,R,17,5,84,2008,R,W,N,,,28,110,1,,,,,
1234,NY04126-1234,9,2358,2473,79.1,12.79,R,17,6,117,2287,R,W,N,,,1,107,1,,,,,
1354,NY11018-08-07-1354,9,2359,2587,79.7,13.08,R,17,7,124,160,R,,,,,29,110,2,,,,,
872,NY07073-872,9,2360,2653,80.8,12.97,R,17,8,157,2468,S,W,A,B/G 10% N,,28,94,1,,,,100,
1192,NY01066-1192,9,2361,2852,82.1,12.68,W,17,9,164,2252,W,W,N,,,28,101,1,,,,,
1275,NY10102-1-13-1275,9,2362,2562,80.8,13.02,R,17,10,197,2471,S,W,N,,,31,100,1,,,,,
813,NY02008-813,9,2363,2556,80.2,13.1,W,17,11,204,2039,W,W,N,,,2,108,1,,,,,
1366,NY11025-02-14-1366,9,2364,2721,79.8,12.63,W,17,12,237,175,W,,,,,30,90,10,,,,,
1265,NY10086-6-14-1265,9,2365,2537,80.8,12.61,W,17,13,244,2227,W,BR,N,,,30,100,1,,,,,100
942,NY09096-51-942,9,2366,2621,79.7,13.09,W,17,14,277,2366,W,W,N,,,29,106,0,,,Small awn,100,
OH48,OH13-64-29,9,2367,2317,83.2,13.11,R,17,15,284,2201,R,W,A,,,28,96,0,,,,100,
1274,NY10102-1-08-1274,9,2368,2550,79.3,12.75,R,17,16,317,2235,S,W,N,,,1,105,0,,,,,
1272,NY10102-1-02-1272,9,2369,2590,80.3,12.91,mix,17,17,324,2423,S,W,N,10% BR,,31,100,1,,,,,5
602_check,OH02-12686,9,2370,3120,81.3,13.08,R,17,18,357,checkPlots2015,R,W,N,,,31,99,0,,,,,
OH15,OH12-194-53,9,2371,2681,81.1,12.76,R,17,19,364,2217,R,W,N,,,27,92,0,,,,,5
1338,NY11022-4-10-1338,9,2372,2950,77.9,13.83,R,17,20,397,138,R,,,,,30,92,2,,,,100,
OH60,OH13-135-34,9,2373,2884,80.4,13.01,R,17,21,404,2413,R,W,N,,,27,100,0,,,,,
1074,NY94052-6090B-1074,9,2374,2593,79.4,13.35,W,17,22,437,2103,W,BR,N,,,1,97,1,,,,,100
1063,VA05W-251,9,2375,2499,80,13.5,R,18,22,438,2063,R,W,N,,,27,88,1,,,,,
OH27,OH12-281-62,9,2376,2739,80.7,12.9,R,18,21,403,2343,R,W,N,,,27,98,0,,,,,
OH16,OH12-195-41,9,2377,2787,80.2,12.65,R,18,20,398,2298,R,W,N,,,28,92,1,,,,,
1350,NY11018-02-10-1350,9,2378,2220,81.5,13.22,R,18,19,363,155,R,,,,,27,100,2,,,,,
841,NY05158-841,9,2379,2528,82.6,12.76,W,18,18,358,2475,W,BR,N,,,29,86,0,,,Small awn,100,100
1271,NY10089-2-02-1271,9,2380,2724,79.7,12.51,W,18,17,323,2450,W,W,N,,,28,100,0,,,,,
1334,NY11020-1-62-1334,9,2381,2916,79.2,13.14,R,18,16,318,134,R,,,,,31,98,0,,,,100,
OH52,OH13-72-23,9,2382,2770,80.2,12.95,R,18,15,283,2200,R,W,A,10% N,,27,100,1,,,,100,
OH8,OH12-135-17,9,2383,2385,82.6,12.87,R,18,14,278,2432,R,W,N,,,30,98,0,,,,,
1267,NY10086-6-33-1267,9,2384,2619,80.6,12.7,W,18,13,243,2115,W,W/BR,N,,,31,107,1,,,,,10
MSU4,MSU Line F1029,9,2385,3182,80,13.11,W,18,12,238,2255,W,W,N,,,28,95,2,,,,,
1309,NY10127-10-87-1309,9,2386,2679,81.3,13.41,W,18,11,203,2367,W,W,N,,,1,98,0,,,,,5
893,NY07101-893,9,2387,2797,81,13.18,mix,18,10,198,2275,S,W,N,B/G,,29,110,1,,,,,
OH23,OH12-242-4,9,2388,1731,81,12.37,R,18,9,163,2069,R,W,N,,,27,98,0,,,,,
OH38,OH12-328-74,9,2389,2490,83.3,13.17,mix,18,8,158,2097,S,W,N,,,28,116,1,,,Small awn,10,
716_check,NY01016-AN-716,9,2390,2844,81.1,13.09,W,18,7,123,checkPlots2015,W,W,A,,,30,104,2,,,,100,
1171,NY99048-1171,9,2391,2784,81.6,13.33,W,18,6,118,2092,W,W,N,,,31,104,1,,,,,
1339,NY11022-4-58-1339,9,2392,2377,77.8,13.14,R,18,5,83,139,R,,,,,30,95,1,,,,100,
1199,NY02003-1199,9,2393,2683,78.9,13.73,W,18,4,78,2375,W,W,N,,,30,96,2,,,,,
1097,NY09067-2-69-1097,9,2394,2614,80.9,13.7,R,18,3,43,2340,R,W,N,,,31,98,0,,,,,5
35_check,Caledonia,9,2395,2607,80.2,13.57,W,18,2,38,checkPlots2015,W,W_BR/W,N,,,31,90,1,,,,,5
MSU97,MI14W0260,9,2396,2174,79.3,13.62,W,18,1,3,NA,W,,,,,29,86,2,,,,100,
MSU83,MI14W0157,10,2397,2363,78.4,12.64,W,19,1,2,NA,W,,,,,29,96,0,,,,,
MSU66,MI14W0734,10,2398,2114,80.5,12.95,W,19,2,39,2137,W,W,A,,,30,96,1,,,,90,
264_check,Medina,10,2399,2269,79.6,13.54,W,19,3,42,checkPlots2015,W,W,N,,,30,100,0,,,,,
1190,NY01023-1190,10,2400,2295,79.7,12.97,R,19,4,79,2289,R,W/BR,N,"B/G, 10% T",,27,78,0,,,,,10
OH69,OH13-107-63,10,2401,2561,78.2,13.33,R,19,5,82,2334,R,W,N,,,29,93,1,,,,,
OH54,OH13-86-26,10,2402,2319,78.3,12.71,R,19,6,119,2139,R,BR,N,,,26,94,0,,,,,100
1250,NY04044-1250,10,2403,2437,78.8,12.88,W,19,7,122,2265,W,W,N,,,1,100,2,,,,,5
444,OH05-248-38,10,2404,2518,81.2,12.8,R,19,8,159,2218,R,BR,N,,,27,84,0,,,,,95
MSU81,MI14R0115,10,2405,1898,80.1,13.01,R,19,9,162,NA,R,,,,,27,90,0,,,,,
806,NY02008-806,10,2406,2575,78.5,13.44,W,19,10,199,2091,W,W,N,,,2,104,1,,,,,
MSU8,MSU Line F2002,10,2407,1601,82.7,12.63,W,19,11,202,2131,W,W,A,,,31,82,1,,,,100,
MSU16,MSU Line F2018,10,2408,2299,79.8,12.88,W,19,12,239,2059,W,W,N,,,28,92,1,,,,,
693,NYWhatford/7388 - 39-693,10,2409,2263,82.1,13.1,W,19,13,242,3296,W,10% Br,,,,1,101,2,,,,,
825,NY05152-825,10,2410,2391,82.5,12.76,R,19,14,279,2094,R,W,N,,,29,93,2,,,,,
1315,NY11014-10-41-1315,10,2411,2484,79.5,13.28,W,19,15,282,110,W,,,,,1,100,1,,,,,
OH25,OH12-67-50,10,2412,2506,79.9,12.95,R,19,16,319,2345,R,W,N,,,27,100,0,,,,,
1347,NY11017-10-10-1347,10,2413,2373,80,12.93,R,19,17,322,152,R,,,,,30,106,2,,,,,
OH51,OH13-71-63,10,2414,2844,77.5,12.6,R,19,18,359,2082,R,W,A/N,A\N,,28,98,1,,,,100,
OH42,OH13-312-55,10,2415,2588,79.8,12.95,R,19,19,362,2417,R,W,N,,,27,92,2,,,,,
1298,NY10108-2-77-1298,10,2416,2371,77.8,13.95,50W,19,20,399,2007,S,W,N,,,1,92,0,,,,,
901,NY09090-2-901,10,2417,2706,79.7,14.08,W,19,21,402,2246,W,W,N,,,31,100,1,,,,,
602_check,OH02-12686,10,2418,3113,80.7,13.57,R,19,22,439,checkPlots2015,R,W,N,,,31,96,0,,,,,
1308,NY10127-10-62-1308,10,2419,2586,78.1,14.53,W,20,22,440,2435,W,W,N,,,1,102,1,,,,,
1320,NY11014-9-60-1320,10,2420,3035,79.6,14.16,W,20,21,401,115,W,,,,,30,112,1,,,,,
1277,NY10102-1-17-1277,10,2421,2472,79.1,13.9,50W,20,20,400,2272,S,W,N,,,31,106,1,,,,,
MSU84,MI14R0164,10,2422,2979,80.3,13.37,R,20,19,361,NA,R,,,,,28,94,1,,,,,
814,NY02008-814,10,2423,2600,78.5,13.4,W,20,18,360,2154,W,W,N,,,2,112,1,,,,,
1202,NY02003-1202,10,2424,2677,79.4,12.83,W,20,17,321,2421,W,W,A,10% N,,28,102,2,,,,100,
472,SW50,10,2425,2698,80.3,13.08,W,20,16,320,2220,W,W,N,10% BR,,1,91,1,,,,,5
1247,NY03060-1247,10,2426,2352,81.5,12.72,W,20,15,281,2359,W,W/BR,N,B/G,,31,95,2,,,,,20
OH34,OH12-319-20,10,2427,2541,77.6,12.47,R,20,14,280,2306,R,W,N,,,28,97,2,,,Small awn,100,
716_check,NY01016-AN-716,10,2428,2555,80.3,13,W,20,13,241,checkPlots2015,W,W,A,,,30,100,2,,,,100,
35_check,Caledonia,10,2429,2863,81.2,12.86,W,20,12,240,checkPlots2015,W,W_BR/W,N,,,31,92,1,,,,,
1261,Harus,10,2430,2649,80.5,12.69,W,20,11,201,2122,W,BR,N,,,31,108,2,,,,,100
859,NY05158-859,10,2431,2689,82.6,12.8,W,20,10,200,2456,W,BR,N,"B/G, N/A, ht",,29,88,0,,,,100,100
488,FS 801,10,2432,2471,79.6,13.08,R,20,9,161,2477,R,W,A,,,28,91,1,,,,100,
OH72,OH13-159-34,10,2433,2890,80.6,12.99,R,20,8,160,2205,R,W,N,10% G 10% BR,,27,97,0,,,Small awn,100,
436,B030543,10,2434,2683,81.7,13.28,R,20,7,121,2077,R,W,N,,,27,89,1,,,,,
855,NY05158-855,10,2435,2685,82.6,12.96,W,20,6,120,2112,W,BR,N,,,28,92,1,,,,100,100
482,RO65,10,2436,2530,81.4,13.11,R,20,5,81,2242,R,W,N,,,28,90,1,,,,,
1335,NY11021-2-43-1335,10,2437,2505,77.2,12.83,R,20,4,80,135,R,,,,,1,92,0,,,,100,
1098,09067-2-86-1098,10,2438,2408,82.2,13.3,R,20,3,41,2380,R,W,N,,,31,84,0,,,,,
MSU25,MSU Line F2037,10,2439,2642,79.4,13.86,W,20,2,40,2226,W,W,N,,,31,114,2,,,,,
OH11,OH12-66-41,10,2440,2481,80.9,13.24,R,20,1,1,2163,R,W,N,,,27,108,0,,,,,
