GID,Entry,Block,PLOT,Yield,Test WT,Moisture,KC 2016,SECTION,ROW,Planting.Order,Source,KC.2015,CC.2015,Awn.2015,Seg,wh,HD,Ht,leaf angle,Mildew,Lodging,Comments,percent awned,percent bronze chaff
35_check,Caledonia,6,3222,2305,76.7,14.88,W,11,2,31,checkPlots2015,W,W_BR/W,N,,,31,78,1,0,1,,,
820,NY05152-820,6,3223,1960,78.6,15.1,R,11,3,50,2203,R,BR,N,,,30,72,1,0,0,,,
MSU51,MI14R0686,6,3224,907,79.8,13.78,R,11,4,71,2350,R,W,A,,80,31,70,1,0,0,,,
901,NY09090-2-901,6,3225,2325,78.4,14.11,W,11,5,90,2246,W,W,N,,,30,84,1,0,0,,,
862,NY05158-862,6,3226,2388,80.2,14.04,R,11,6,111,2376,R,BR,N,,,30,80,1,0,0,,,
1285,NY10102-1-68-1285,6,3227,1923,77.3,13.95,50W,11,7,130,2167,S,W,N,,,31,84,0,0,0,,,
1125,NY09088-8-03-1125,6,3228,1942,77.5,14.8,R,11,8,151,2134,R,BR/W,N,,,1,86,1,0,0,,,
1051,MSU Line E6032,6,3229,2048,79,14.19,90W,11,9,170,2238,W,W,A,,,30,76,1,0,0,,,
1323,NY11016-10-48-1323,6,3230,2160,76.4,13.75,R,11,10,191,118,R,,,,90,2,88,1,0,0,,,
1069,09068-5-19-1069,6,3231,2314,79.6,15.27,R,11,11,210,2374,R,W,N,,,31,100,1,0,0,,,
OH14,OH12-91-67,6,3232,1843,77.5,15.41,R,11,12,231,2076,R,W,N,,,30,74,1,0,0,,,
602_check,OH02-12686,6,3233,2179,79.3,15.53,R,11,13,250,checkPlots2015,R,W,N,,,31,80,0,0,0,,,
1197,NY02003-1197,6,3234,2359,79.1,14.62,W,11,14,271,2153,W,W,N,,,29,80,1,0,1,,,
1267,NY10086-6-33-1267,6,3235,1978,78.6,15.12,W,11,15,290,2115,W,W/BR,N,,95,31,86,1,0,0,,,
OH74,OH13-163-11,6,3236,1923,77.1,15.22,R,11,16,311,2068,R,W,N,,,30,78,1,0,1,,,
MSU73,MI14W0055,6,3237,1970,77.4,15.45,W,11,17,330,NA,W,,,,,30,84,0,0,1,,,
1189,NY01020-1189,6,3238,2150,78.7,15.19,W,11,18,351,2348,W,W,A,,95,1,72,0,0,0,,,
1317,NY11014-4-28-1317,6,3239,2459,78.3,15.28,W,11,19,370,112,W,,,,,30,92,1,0,0,,,
1220,NY04098-1220,6,3240,2391,77.3,14.91,W,11,20,391,2130,W,W,N,,,1,92,2,0,0,,,
MSU84,MI14R0164,6,3241,2501,78.1,14.75,90R,11,21,410,NA,R,,,,,30,80,0,0,0,,,
628,OH05-200-74,6,3242,2650,77.7,15.37,R,11,22,431,2009,R,BR,N,,,30,94,0,0,0,,,
1074,NY94052-6090B-1074,6,3243,2510,77.9,15.13,W,12,22,432,2103,W,BR,N,,,1,92,1,0,0,,,
405,NY07014-405,6,3244,2374,79.2,15.23,W,12,21,409,2331,W,BR,N,,,1,96,1,0,0,,,
857,NY05158-857,6,3245,2173,80.7,15.01,W,12,20,392,2125,W,BR,N,,,30,76,0,0,0,,,
MSU20,MSU Line F2026,6,3246,2190,81,15.1,W,12,19,369,2378,W,W,A,,95,30,88,2,0,0,,,
864,NY05158-864,6,3247,2202,80.8,14.89,W,12,18,352,2206,W,BR,N,,,30,78,0,2,0,,,
OH58,OH13-317-70,6,3248,2249,77.3,15.81,R,12,17,329,2316,R,W,N,,,30,88,1,3,2,,,
716_check,NY01016-AN-716,6,3249,1997,77.3,15.32,W,12,16,312,checkPlots2015,W,W,A,,,31,86,2,0,2,,,
1325,NY11018-5-69-1325,6,3250,2007,77.5,15.2,R,12,15,289,122,R,,,,,30,82,2,0,0,,,
264_check,Medina,6,3251,2350,77.9,14.81,W,12,14,272,checkPlots2015,W,W,N,,,31,96,1,1,0,,,
OH35,OH12-297-15,6,3252,1910,77.4,15.62,R,12,13,249,2149,R,W,N,10% BR,90,30,86,1,0,1,,,
1347,NY11017-10-10-1347,6,3253,1793,77.6,15.33,R,12,12,232,152,R,,,,95,31,78,2,1,0,,,
846,NY05158-846,6,3254,1855,80.5,15.2,W,12,11,209,2256,W,BR,N,,,29,74,0,0,0,,,
MSU5,MSU Line F1047,6,3255,1970,78.2,13.93,90W,12,10,192,2467,W,W,N,,95,30,70,2,0,0,,,
1301,NY10126-3-12-1301,6,3256,2089,78.2,15.16,W,12,9,169,2144,W,W,A/N,A\N,,31,82,1,1,0,,,
MSU31,MI14R0160,6,3257,2040,78.6,14.58,R,12,8,152,2017,R,W,N,,,31,84,1,0,2,,,
1114,NY09079-6-07-1114,6,3258,1984,78.6,14.04,W,12,7,129,2028,W,BR,N,,90,1,88,2,0,0,,,
891,NY07099-891,6,3259,2142,77.7,13.77,50W,12,6,112,3479,S,W,,"B/G, Ht, 10% A",,30,84,2,0,0,Self,,
1306,NY10127-10-22-1306,6,3260,2283,77.4,14.55,W,12,5,89,2119,W,BR,N,,95,31,80,0,2,0,,,
OH29,OH12-284-53,6,3261,2057,79.1,13.4,R,12,4,72,2196,R,W,A/N,10% N,95,26,82,0,0,0,,,
1072,Caledonia Reselect-L-W,6,3262,2320,77.8,15.05,W,12,3,49,2431,W,W,N,,,30,90,1,0,1,,,
1273,NY10102-1-04-1273,6,3263,2173,76.7,15.14,50R,12,2,32,2004,S,W,N,,,31,84,1,0,0,,,
1054,VA09W-192WS,6,3264,1502,78.6,14.75,80W,12,1,9,2458,W,W,N,10% BR,70,1,68,0,0,0,,,
1366,NY11025-02-14-1366,7,3265,1712,76.3,15.01,W,13,1,8,175,W,,,,85,1,70,0,0,0,,,
OH64,OH13-118-29,7,3266,2273,78.9,14.87,R,13,2,33,2341,R,W,N,,,30,80,2,0,0,,,
MSU25,MSU Line F2037,7,3267,2332,75.1,14.9,W,13,3,48,2226,W,W,N,,,31,98,1,0,0,,,
1342,NY11030-5-36-1342,7,3268,2068,77.3,13.88,W,13,4,73,147,W,,,,,1,90,1,1,0,,,
MSU91,MI14W0230,7,3269,1849,81.1,13.72,R,13,5,88,NA,W,,,,,30,72,1,1,0,,,
MSU99,MI14R0281,7,3270,2254,79,13.18,R,13,6,113,NA,R,,,,,28,86,2,0,0,,,
288,Pioneer 25W36,7,3271,2161,79.6,13.84,W,13,7,128,2266,W,W,N,,,30,80,1,0,0,,,
861,NY05158-861,7,3272,1919,81.9,13.99,W,13,8,153,2044,W,BR,N,,95,29,74,0,0,0,,,
1289,NY10108-2-13-1289,7,3273,1636,78.2,13.67,50W,13,9,168,2051,S,W,N,,95,31,74,0,0,0,,,
1357,NY11019-09-06-1357,7,3274,1867,80.2,14.09,R,13,10,193,164,R,,,,,28,78,2,0,0,,,
1281,NY10102-1-29-1281,7,3275,2153,78.1,15.02,50R,13,11,208,2377,S,W,N,,95,30,82,1,0,0,,,
OH25,OH12-67-50,7,3276,1844,77.2,14.71,R,13,12,233,2345,R,W,N,,,28,84,0,2,0,,,
716_check,NY01016-AN-716,7,3277,2076,78.1,14.71,W,13,13,248,checkPlots2015,W,W,A,,95,30,86,2,0,0,,,
1261,Harus,7,3278,2001,78.1,15.22,W,13,14,273,2122,W,BR,N,,90,31,94,1,0,1,,,
1321,NY11014-9-83-1321,7,3279,2225,77.7,15.34,W,13,15,288,116,W,,,,,31,90,2,0,0,,,
1103,NY09072-4-72-1103,7,3280,2214,78.1,15.38,85W,13,16,313,2001,W,W,A/N,S/T,,30,92,2,0,0,,,
MSU100,MI14W0284,7,3281,2248,76.7,15.18,W,13,17,328,NA,W,,,,,1,90,2,0,1,,,
1348,NY11017-10-22-1348,7,3282,2016,76.3,15.63,R,13,18,353,153,R,,,,,31,90,2,0,1,,,
MSU22,MSU Line F2031,7,3283,2814,76.3,15.31,95W,13,19,368,2070,W,W,N,,,30,86,1,3,0,,,
OH13,OH12-209-46,7,3284,2633,81.5,14.72,R,13,20,393,2412,R,W,N,,,28,94,0,0,1,,,
1320,NY11014-9-60-1320,7,3285,2649,78.5,15.22,W,13,21,408,115,W,,,,,31,102,1,0,0,,,
874,NY07075-874,7,3286,2634,78.4,15.23,80R,13,22,433,2262,S,W,N,,,30,92,1,2,0,,,
OH66,OH13-145-44,7,3287,2598,78.6,14.88,R,14,22,434,2126,R,W,N,,,30,96,0,0,3,,,
1097,NY09067-2-69-1097,7,3288,2769,78.8,15.1,R,14,21,407,2340,R,W,N,,,31,90,1,3,0,,,
1280,NY10102-1-26-1280,7,3289,2331,77.4,14.49,75W,14,20,394,2346,S,W,N,,,1,90,1,0,0,,,
904,NY09090-60-904,7,3290,2482,78.8,14.77,W,14,19,367,2148,W,W,N,,,31,90,2,0,1,,,
878,NY07083-878,7,3291,2537,77.7,15.61,90W,14,18,354,2402,W,W,N,,,30,80,1,0,0,,,
1278,NY10102-1-19-1278,7,3292,2270,79,15.1,95W,14,17,327,2418,W,W,N,,,31,86,1,2,0,,,
606,TW528-003-606,7,3293,2293,76.3,15.07,R,14,16,314,3245,R,W,,,95,30,86,1,0,0,,,
35_check,Caledonia,7,3294,2304,78.2,14.88,95W,14,15,287,checkPlots2015,W,W_BR/W,N,,,31,78,2,0,0,,,
1290,NY10108-2-16-1290,7,3295,2291,78.7,14.61,90W,14,14,274,2191,W,W,N,,,30,86,2,2,0,,,
1168,NY99045-1168,7,3296,1988,77.9,15.06,W,14,13,247,2274,W,W,A,10% N,90,29,82,1,0,1,,,
602_check,OH02-12686,7,3297,2146,78.7,15.23,R,14,12,234,checkPlots2015,R,W,N,,,31,80,0,0,0,,,
1164,NY99034-1164,7,3298,1705,80.2,14.79,W,14,11,207,2325,W,W,A,,,29,86,1,0,0,,,
264_check,Medina,7,3299,1993,79,14.02,95W,14,10,194,checkPlots2015,W,W,N,,,30,88,1,0,0,,,
MSU15,MSU Line F2016,7,3300,1599,76.3,14.16,W,14,9,167,2224,W,W,N,,85,1,78,0,1,0,,,
1184,NY01003-1184,7,3301,2218,78.2,14.35,W,14,8,154,2031,W,W,N,,,31,80,2,0,0,,,
MSU13,MSU Line F2012,7,3302,1628,79.6,13.58,90W,14,7,127,2244,W,W,A,,,31,82,1,0,0,,,
MSU87,MI14W0200,7,3303,1994,77,13.97,80W,14,6,114,NA,W,,,,,30,90,1,0,0,,,
MSU70,MI14W0022,7,3304,2106,72.3,13.17,W,14,5,87,NA,W,,,,,29,88,2,0,1,,,
OH56,OH13-85-5,7,3305,1866,78.8,13.54,R,14,4,74,2326,R,W/BR,A,,,27,74,1,0,1,,,
1314,NY11013-10-72-1314,7,3306,2193,77.4,14.71,R,14,3,47,108,R,,,,,1,88,0,0,0,,,
1333,NY11020-1-49-1333,7,3307,2066,76.3,14.89,R,14,2,34,133,R,,,,,31,84,0,0,0,,,
1334,NY11020-1-62-1334,7,3308,1913,76.5,15.22,95R,14,1,7,134,R,,,,,31,80,1,0,0,,,
OH18,OH12-226-31,8,3309,1710,79.2,14.86,R,15,1,6,2072,R,W,N,,85,30,88,0,0,0,,,
835,NY05158-835,8,3310,1948,80.9,14,W,15,2,35,2397,W,BR,N,,90,29,76,1,1,0,,,
OH8,OH12-135-17,8,3311,1878,80.3,14.57,R,15,3,46,2432,R,W,N,,,29,86,0,0,1,,,
821,NY05152-821,8,3312,1896,80.5,13.74,R,15,4,75,2024,R,W,N,,95,30,84,1,0,1,,,
1302,NY10126-3-19-1302,8,3313,1980,78,14.2,W,15,5,86,2120,W,W,A/N,A\N,95,31,84,1,0,0,,,
1322,NY11014-9-85-1322,8,3314,2152,77.6,13.58,95W,15,6,115,117,W,,,,,30,86,2,1,0,,,
35_check,Caledonia,8,3315,2214,79,13.97,95W,15,7,126,checkPlots2015,W,W_BR/W,N,,95,30,84,2,1,0,,,
1199,NY02003-1199,8,3316,2070,77,13.83,95W,15,8,155,2375,W,W,N,,95,30,82,2,0,1,,,
461,Z03-0496,8,3317,1568,78.7,13.56,R,15,9,166,2314,R,W,N,Ht,90,27,72,1,0,0,,,
MSU85,MI14W0167,8,3318,2068,79.3,13.68,W,15,10,195,NA,W,,,,95,31,74,1,0,0,,,
1319,NY11014-9-25-1319,8,3319,2158,78.2,14.89,90W,15,11,206,114,W,,,,,31,90,1,0,0,,,
880,NY07088-880,8,3320,1989,79.2,14.88,50R,15,12,235,2086,S,W,N,"B/G, N/A, ht",90,29,84,1,0,0,,,
918,NY09091-83-918,8,3321,2242,79.7,14.73,95W,15,13,246,2135,W,W,N,,95,31,86,1,1,0,,,
MSU12,MSU Line F2010,8,3322,2153,78.5,14.98,95W,15,14,275,2015,W,W,N,,,29,84,1,0,1,,,
693,NYWhatford/7388 - 39-693,8,3323,1999,80.3,15.07,95W,15,15,286,3296,W,10% Br,,,,1,96,2,0,0,,,
1049,Envoy,8,3324,2227,79.5,14.58,90W,15,16,315,2118,W,W,A/N,"B/G, A/N",,1,86,1,0,0,,,
1261,Harus,8,3325,2443,78.9,14.75,95W,15,17,326,2122,W,BR,N,,,31,100,2,2,0,,,
1065,VA08W-294-1065,8,3326,2255,79.7,15.15,R,15,18,355,2038,R,W,N,,,28,84,1,0,3,,,
OH62,OH13-179-36,8,3327,2262,79.6,14.88,R,15,19,366,2259,R,W,A,,,30,90,1,2,7,,,
MSU18,MSU Line F2022,8,3328,2474,77.6,13.86,W,15,20,395,2021,W,W,A,,,1,90,1,0,0,,,
OH55,OH13-83-12,8,3329,2522,76.8,14.44,R,15,21,406,2344,R,W,N,,,29,92,0,0,1,,,
1296,NY10108-2-64-1296,8,3330,2286,76.9,14.6,50W,15,22,435,2074,S,W,N,,,31,90,0,0,0,,,
844,NY05158-844,8,3331,2766,79.4,14.91,R,16,22,436,2463,R,W,N,10% G 10% BR,,30,100,1,0,0,,,
1337,NY11021-2-65-1337,8,3332,2710,73.5,15.25,R,16,21,405,137,R,,,,,31,84,1,2,0,,,
848,NY05158-848,8,3333,2237,80.2,14.96,W,16,20,396,2414,W,BR,N,,,30,80,0,0,0,,,
MSU89,MI14W0211,8,3334,2301,80.1,14.59,W,16,19,365,NA,W,,,,95,31,96,0,0,2,,,
OH41,OH13-49-22,8,3335,2629,78.5,15.05,R,16,18,356,2389,R,W,N,,,30,96,1,0,0,,,
1268,NY10086-6-67-1268,8,3336,2524,78.3,14.93,W,16,17,325,2399,W,BR,N,,,31,96,1,2,0,,,
1277,NY10102-1-17-1277,8,3337,2401,77.4,15.01,70W,16,16,316,2272,S,W,N,,,31,92,1,2,0,,,
433,Branson,8,3338,2429,77.4,15.03,R,16,15,285,2442,R,W,N,,,28,86,1,0,0,,,
OH37,OH12-298-1,8,3339,2126,80.1,14.82,R,16,14,276,2329,R,W,A,,,29,108,2,0,3,,,
MSU17,MSU Line F2020,8,3340,2600,78.8,14.56,W,16,13,245,2267,W,W,N,,,29,88,2,1,1,,,
1294,NY10108-2-47-1294,8,3341,2228,78.5,14.64,60W,16,12,236,2269,S,W,N,,95,31,78,1,3,0,,,
OH48,OH13-64-29,8,3342,1985,81.1,14.73,R,16,11,205,2201,R,W,A,,,30,82,1,0,0,,,
OH54,OH13-86-26,8,3343,2149,77.4,13.4,R,16,10,196,2139,R,BR,N,,,27,88,0,0,0,,,
262,Jensen,8,3344,1907,78.7,13.51,W,16,9,165,2233,W,BR,N,,95,1,82,2,0,0,,,
OH49,OH13-67-9,8,3345,2065,76.3,13.55,R,16,8,156,2010,R,W/BR,A/N,A\N,,28,88,2,0,0,,,
716_check,NY01016-AN-716,8,3346,2266,79.1,13.87,W,16,7,125,checkPlots2015,W,W,A,,,30,88,2,0,0,,,
697,7388xD8006 - 18-697,8,3347,1939,79.3,14.16,W,16,6,116,2271,W,BR,N,,,30,84,2,0,0,,,
1081,09040-1-12-1081,8,3348,2015,77.4,14.59,W,16,5,85,2407,W,BR,N,,,1,102,1,0,0,,,
1177,NY99069-1177,8,3349,1848,80.2,13.56,W,16,4,76,2228,W,W,N,,,29,88,1,0,0,,,
264_check,Medina,8,3350,2297,77,14.41,W,16,3,45,checkPlots2015,W,W,N,,,31,88,1,2,0,,,
OH39,OH13-45-2,8,3351,2001,76.8,14.2,R,16,2,36,2029,R,W,A,,,30,78,2,0,0,,,
602_check,OH02-12686,8,3352,2250,79.2,15.01,R,16,1,5,checkPlots2015,R,W,N,,,1,82,0,0,0,,,
436,B030543,9,3353,1993,79.6,14.67,R,17,1,4,2077,R,W,N,,,29,74,1,1,0,,,
1343,NY11030-5-49-1343,9,3354,2189,75.7,14.93,R,17,2,37,148,R,,,,,31,84,1,1,0,,,
1192,NY01066-1192,9,3355,2297,79.7,14.38,80W,17,3,44,2252,W,W,N,,90,30,88,1,1,0,,,
MSU21,MSU Line F2028R,9,3356,1928,79.4,13.82,R,17,4,77,2084,R,W,N,,95,29,82,1,1,0,,,
1275,NY10102-1-13-1275,9,3357,2260,78.1,14.23,80R,17,5,84,2471,S,W,N,,95,31,90,1,0,0,,,
1362,NY11019-11-15-1362,9,3358,2084,78.5,13.66,R,17,6,117,169,R,,,,,29,70,2,0,0,,,
1329,NY11019-1-87-1329,9,3359,2305,80.2,13.95,R,17,7,124,129,R,,,,,30,70,1,0,0,,,
1180,NY00020-1180,9,3360,1839,79.7,13.46,R,17,8,157,2251,R,W,A,,,30,86,1,2,0,,,
OH51,OH13-71-63,9,3361,2052,75,13.25,R,17,9,164,2082,R,W,A/N,A\N,,29,84,1,0,1,,,
OH1,OH12-123-5,9,3362,2530,78.5,13.95,R,17,10,197,2455,R,W,N,10% T,,29,78,1,0,0,,,
893,NY07101-893,9,3363,1950,79,14.94,50R,17,11,204,2275,S,W,N,B/G,85,29,88,0,0,0,,,
1094,NY09067-2-04-1094,9,3364,2586,78.7,14.78,R,17,12,237,2448,R,W,N,,,31,88,1,0,0,,,
OH3,OH12-114-5,9,3365,2409,77.6,14.59,R,17,13,244,2020,R,W,A,,,29,84,1,0,0,,,
1313,NY11013-10-25-1313,9,3366,2738,77.1,15.02,R,17,14,277,106,R,,,,,1,96,0,0,0,,,
618,Shirley,9,3367,2630,77,14.75,R,17,15,284,2202,R,W,N,,95,30,78,1,0,0,,,
MSU38,MI14R0352,9,3368,2491,76.6,14.77,R,17,16,317,2373,R,W,N,,,30,90,1,0,0,,,
627,XY04-37,9,3369,2693,79.8,14.16,R,17,17,324,2280,R,W,N,,,28,82,0,0,0,,,
602_check,OH02-12686,9,3370,2785,78.3,15.33,R,17,18,357,checkPlots2015,R,W,N,,,1,90,0,0,0,,,
1271,NY10089-2-02-1271,9,3371,2656,76.7,14.5,W,17,19,364,2450,W,W,N,,,29,96,1,0,0,,,
MSU92,MI14W0246,9,3372,2275,76.7,14.7,W,17,20,397,NA,W,,,,,31,90,0,0,0,,,
833,NY05158-833,9,3373,2532,80.2,14.98,W,17,21,404,2150,W,BR,N,,,30,80,0,2,0,,,
MSU10,MSU Line F2006,9,3374,2111,72.5,14.81,W,17,22,437,2099,W,W,N,,,1,86,0,0,0,yellow,,
617,FSX888,9,3375,2556,79.3,14.97,R,18,22,438,2056,R,W,N,,,30,80,1,0,0,,,
482,RO65,9,3376,2127,78.6,14.91,90R,18,21,403,2242,R,W,N,,,30,84,0,1,0,,,
928,NY09095-16-928,9,3377,2345,78.3,15,W,18,20,398,2254,W,BR,N,,,30,86,0,0,0,,,
MSU14,MSU Line F2014R,9,3378,2547,78.7,14.86,R,18,19,363,2152,R,W,N,,,30,90,2,0,0,,,
MSU24,MSU Line F2035,9,3379,2868,76.1,14.68,W,18,18,358,2060,W,W,N,,,30,96,2,0,0,,,
MSU105,MI14W0007,9,3380,2789,78.7,15.49,W,18,17,323,NA,W,,,,,30,94,0,0,0,,,
999,NY09112-10-999,9,3381,2302,76.6,15.26,W,18,16,318,2352,W,BR/W,A,,,1,94,0,0,0,,,
1186,NY01003-1186,9,3382,2652,79.3,14.61,W,18,15,283,2349,W,W,N,,95,31,88,1,0,0,,,
876,NY07078-876,9,3383,2776,77.1,14.77,W,18,14,278,2449,W,W,N,,,31,92,1,1,0,,,
35_check,Caledonia,9,3384,2792,78.4,15.19,W,18,13,243,checkPlots2015,W,W_BR/W,N,,,31,88,2,0,0,,,
1279,NY10102-1-24-1279,9,3385,2385,77.8,14.89,W,18,12,238,2426,W,W,N,,,31,92,1,0,0,,,
1349,NY11018-02-02-1349,9,3386,2285,80,14.93,R,18,11,203,154,R,,,,,29,92,2,0,0,,,
264_check,Medina,9,3387,2341,79.4,13.84,W,18,10,198,checkPlots2015,W,W,N,,,30,100,1,0,0,,,
479,Pioneer 25R47,9,3388,2374,76.6,13.82,R,18,9,163,2476,R,W,A/N,"A/T, N/S",95,29,86,1,0,0,,,
472,SW50,9,3389,2337,77.6,14.75,W,18,8,158,2220,W,W,N,10% BR,,1,82,1,0,0,,,
1300,NY10108-2-87-1300,9,3390,2277,78.6,14.28,50W,18,7,123,2261,S,W,N,,,31,86,1,0,0,,,
MSU78,MI14W0081,9,3391,2225,78.6,13.09,W,18,6,118,NA,W,,,,,30,80,2,0,0,,,
1371,NY11025-07-17-1371,9,3392,2489,79.1,13.49,W,18,5,83,181,W,,,,,29,90,0,0,0,,,
1359,NY11019-09-23-1359,9,3393,2450,80,13.86,R,18,4,78,166,R,,,,95,28,84,2,0,0,,,
MSU104,MI14W0466,9,3394,1824,77.1,14.51,W,18,3,43,NA,W,,,,90,31,78,1,0,0,,,
716_check,NY01016-AN-716,9,3395,2242,76.8,14.67,W,18,2,38,checkPlots2015,W,W,A,,95,30,90,2,0,0,,,
1346,NY11017-07-05-1346,9,3396,2092,77.2,14.97,R,18,1,3,151,R,,,,,30,76,1,1,0,,,
1307,NY10127-10-36-1307,10,3397,2086,77.7,14.2,W,19,1,2,2394,W,W,N,10% BR,,31,84,1,0,0,,,
MSU11,MSU Line F2008,10,3398,2365,74.4,15.07,W,19,2,39,2223,W,W,N,,,31,80,1,0,0,,,
1179,NY00020-1179,10,3399,1999,77.3,14.4,R,19,3,42,2301,R,W,N,,,31,78,1,0,0,,,
OH32,OH12-317-57,10,3400,2340,80.8,13.98,R,19,4,79,2383,R,W,A,,,30,88,0,0,0,,,
1298,NY10108-2-77-1298,10,3401,2307,76.5,14.2,50R,19,5,82,2007,S,W,N,,,31,86,1,0,0,,,
MSU7,MSU Line F1051,10,3402,2064,78.3,14.04,W,19,6,119,2404,W,W,N,,90,30,90,1,0,0,,,
MSU36,MI14R0329,10,3403,2322,79.8,14.32,R,19,7,122,2140,R,W,A,,,30,90,0,0,0,,,
MSU93,MI14R0249,10,3404,2400,79.1,14.13,R,19,8,159,NA,R,,,,,29,106,1,0,0,,,
1262,NY10086-6-03-1262,10,3405,1360,78,13.61,W,19,9,162,2422,W,BR,N,,80,1,84,1,0,0,,,
1206,NY02007-1206,10,3406,2685,78.8,14.44,W,19,10,199,2473,W,W,N,,,31,90,1,0,0,,,
1330,NY11019-2-25-1330,10,3407,2080,77.3,14.59,R,19,11,202,130,R,,,,95,31,90,1,2,0,,,
MSU102,MI14R0287,10,3408,2199,79.5,14.67,R,19,12,239,NA,R,,,,,29,92,0,0,0,,,
1370,NY11025-07-10-1370,10,3409,2650,78.4,14.69,W,19,13,242,180,W,,,,,2,88,1,1,0,,,
925,NY09095-13-925,10,3410,2334,77.6,15.14,W,19,14,279,2095,W,W,N,,,30,82,1,1,0,,,
35_check,Caledonia,10,3411,2328,77.6,14.31,W,19,15,282,checkPlots2015,W,W_BR/W,N,,,31,82,2,0,0,,,
1304,NY10126-3-70-1304,10,3412,1996,78.1,14.73,W,19,16,319,2439,W,W,A/N,A\N,,31,78,1,1,0,,,
603,OH02-12678,10,3413,2364,78.8,14.88,R,19,17,322,2211,R,W,N,,,31,92,0,0,1,,,
476,R055,10,3414,2481,78.8,14.57,R,19,18,359,2441,R,W,N,,,31,82,1,0,0,,,
1166,NY99045-1166,10,3415,2315,80.9,14.29,80W,19,19,362,2276,S,W,N,,,30,86,1,0,0,,,
264_check,Medina,10,3416,2183,78,14.44,W,19,20,399,checkPlots2015,W,W,N,,,31,92,0,0,0,,,
813,NY02008-813,10,3417,2029,77,14.57,W,19,21,402,2039,W,W,N,,,2,92,2,0,0,,,
859,NY05158-859,10,3418,2186,80.9,14.44,W,19,22,439,2456,W,BR,N,"B/G, N/A, ht",,29,78,1,0,0,,,
1340,NY11029-10-24-1340,10,3419,NA,77,14.04,R,20,22,440,145,R,,,,95,1,90,1,0,0,,,
1193,NY01066-1193,10,3420,1825,76.2,14.7,R,20,21,401,2158,R,W,N,,95,1,78,1,0,0,,,
1261,Harus,10,3421,1837,78.5,14.23,W,20,20,400,2122,W,BR,N,,90,31,86,2,0,0,,,
477,Otsego,10,3422,2056,77.9,14.97,R,20,19,361,2288,R,W,N,,90,30,84,2,0,0,,,
1364,NY11025-02-01-1364,10,3423,2106,78.1,14.81,80W,20,18,360,172,W,,,,,30,78,1,2,0,,,
807,NY02008-807,10,3424,2348,77.2,15.02,W,20,17,321,2041,W,W,N,,,1,98,1,0,0,,,
MSU9,MSU Line F2004,10,3425,2220,77.3,14.7,W,20,16,320,2164,W,W,N,,,30,66,2,0,0,,,
MSU71,MI14W0024,10,3426,2406,76.7,14.59,W,20,15,281,NA,W,,,,95,29,94,2,0,0,,,
872,NY07073-872,10,3427,2188,79.9,14.51,R,20,14,280,2468,S,W,A,B/G 10% N,,29,76,1,0,0,,,
OH31,OH12-288-27,10,3428,2218,79.8,14.13,R,20,13,241,2037,R,W,N,,,31,92,0,0,0,,,
1232,NY04033-1232,10,3429,2301,79.1,14.19,W,20,12,240,2173,W,BR,N,,90,1,92,1,0,0,,,
1063,VA05W-251,10,3430,1904,78.1,14.4,R,20,11,201,2063,R,W,N,,90,30,76,1,0,0,,,
OH69,OH13-107-63,10,3431,2433,76.2,13.63,R,20,10,200,2334,R,W,N,,,30,88,2,0,0,,,
1200,NY02003-1200,10,3432,2036,77.8,13.99,W,20,9,161,2290,W,W,N,,,30,72,2,0,0,,,
OH44,OH13-57-12,10,3433,2087,81.4,14.13,R,20,8,160,2285,R,W,N,,,30,88,0,0,0,,,
602_check,OH02-12686,10,3434,2188,78.8,14.28,R,20,7,121,checkPlots2015,R,W,N,,,31,80,0,0,0,,,
1264,NY10086-6-13-1264,10,3435,1437,77.8,13.36,W,20,6,120,2178,W,BR,N,,70,1,80,1,0,0,,,
MSU43,MI14R0515,10,3436,2425,77.4,12.98,R,20,5,81,2480,R,W,N,,,27,90,2,0,0,,,
1055,TW531-003,10,3437,2258,78.7,13.93,W,20,4,80,2210,W,W,N,,90,2,82,0,0,0,,,
1293,NY10108-2-46-1293,10,3438,2262,77.7,14.22,R,20,3,41,2073,R,W,N,,,30,84,1,2,0,,,
716_check,NY01016-AN-716,10,3439,2245,77.3,14.08,W,20,2,40,checkPlots2015,W,W,A,,,30,88,2,0,0,,,
818,NY05152-818,10,3440,1763,77.8,13.78,R,20,1,1,2188,R,W,N,,85,31,86,2,0,0,,,
